Name,Team,Position,Overall,Outside Scoring,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Athleticism,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Inside Scoring,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Playmaking,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Defending,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Rebounding,Offensive Rebound,Defensive Rebound,Intangibles,Potential,Total Attributes
Trae Young,Atlanta Hawks,PG,89,93.75,98.95833333333333,87.5,89.58333333333333,91.66666666666667,93.75,98.95833333333333,82.29166666666667,87.5,87.5,52.083333333333336,81.25,98.95833333333333,78.125,89.58333333333333,57.291666666666664,93.75,26.041666666666668,31.25,29.166666666666668,62.5,35.416666666666664,100.0,83.33333333333333,92.70833333333333,83.33333333333333,96.875,87.5,97.91666666666667,95.83333333333333,51.041666666666664,32.291666666666664,57.291666666666664,41.666666666666664,38.541666666666664,72.91666666666667,60.416666666666664,72.91666666666667,31.25,44.791666666666664,36.458333333333336,53.125,72.91666666666667,97.91666666666667,"2,617"
Clint Capela,Atlanta Hawks,C,85,69.0721649484536,79.38144329896907,61.855670103092784,25.77319587628866,58.76288659793814,97.9381443298969,87.62886597938144,81.44329896907216,59.79381443298969,58.76288659793814,87.62886597938144,82.47422680412372,94.84536082474227,100.0,85.56701030927834,75.25773195876289,80.41237113402062,97.9381443298969,82.47422680412372,73.19587628865979,49.48453608247423,71.1340206185567,76.28865979381443,72.16494845360825,36.08247422680412,35.05154639175258,49.48453608247423,30.927835051546392,36.08247422680412,29.896907216494846,73.19587628865979,88.65979381443299,54.63917525773196,39.175257731958766,90.72164948453609,61.855670103092784,88.65979381443299,76.28865979381443,87.62886597938144,98.96907216494846,96.90721649484536,100.0,77.31958762886597,88.65979381443299,"2,634"
John Collins,Atlanta Hawks,C,84,90.625,97.91666666666667,93.75,84.375,86.45833333333333,83.33333333333333,98.95833333333333,84.375,73.95833333333333,67.70833333333333,78.125,88.54166666666667,95.83333333333333,100.0,87.5,86.45833333333333,85.41666666666667,98.95833333333333,96.875,80.20833333333333,78.125,86.45833333333333,75.0,88.54166666666667,51.041666666666664,38.541666666666664,62.5,52.083333333333336,68.75,34.375,59.375,77.08333333333333,51.041666666666664,37.5,72.91666666666667,59.375,77.08333333333333,39.583333333333336,62.5,71.875,62.5,80.20833333333333,67.70833333333333,88.54166666666667,"2,744"
John Collins,Atlanta Hawks,PF,84,90.625,97.91666666666667,93.75,84.375,86.45833333333333,83.33333333333333,98.95833333333333,84.375,73.95833333333333,67.70833333333333,78.125,88.54166666666667,95.83333333333333,100.0,87.5,86.45833333333333,85.41666666666667,98.95833333333333,96.875,80.20833333333333,78.125,86.45833333333333,75.0,88.54166666666667,51.041666666666664,38.541666666666664,62.5,52.083333333333336,68.75,34.375,59.375,77.08333333333333,51.041666666666664,37.5,72.91666666666667,59.375,77.08333333333333,39.583333333333336,62.5,71.875,62.5,80.20833333333333,67.70833333333333,88.54166666666667,"2,744"
Bogdan Bogdanovic,Atlanta Hawks,SG,79,94.73684210526316,91.57894736842105,95.78947368421052,89.47368421052632,93.6842105263158,94.73684210526316,100.0,78.94736842105263,78.94736842105263,78.94736842105263,66.3157894736842,82.10526315789474,93.6842105263158,70.52631578947368,81.05263157894737,68.42105263157895,82.10526315789474,52.63157894736842,68.42105263157895,65.26315789473684,60.0,60.0,65.26315789473684,89.47368421052632,77.89473684210526,77.89473684210526,83.15789473684211,76.84210526315789,83.15789473684211,69.47368421052632,60.0,53.68421052631579,66.3157894736842,55.78947368421053,49.473684210526315,78.94736842105263,63.1578947368421,63.1578947368421,52.63157894736842,45.26315789473684,34.73684210526316,55.78947368421053,78.94736842105263,85.26315789473684,"2,649"
Bogdan Bogdanovic,Atlanta Hawks,SF,79,94.73684210526316,91.57894736842105,95.78947368421052,89.47368421052632,93.6842105263158,94.73684210526316,100.0,78.94736842105263,78.94736842105263,78.94736842105263,66.3157894736842,82.10526315789474,93.6842105263158,70.52631578947368,81.05263157894737,68.42105263157895,82.10526315789474,52.63157894736842,68.42105263157895,65.26315789473684,60.0,60.0,65.26315789473684,89.47368421052632,77.89473684210526,77.89473684210526,83.15789473684211,76.84210526315789,83.15789473684211,69.47368421052632,60.0,53.68421052631579,66.3157894736842,55.78947368421053,49.473684210526315,78.94736842105263,63.1578947368421,63.1578947368421,52.63157894736842,45.26315789473684,34.73684210526316,55.78947368421053,78.94736842105263,85.26315789473684,"2,649"
De’Andre Hunter,Atlanta Hawks,PF,79,93.33333333333333,94.44444444444444,94.44444444444444,86.66666666666667,97.77777777777777,93.33333333333333,94.44444444444444,86.66666666666667,84.44444444444444,86.66666666666667,72.22222222222223,83.33333333333333,100.0,88.88888888888889,88.88888888888889,71.11111111111111,75.55555555555556,72.22222222222223,77.77777777777777,56.666666666666664,57.77777777777778,56.666666666666664,72.22222222222223,100.0,68.88888888888889,74.44444444444444,77.77777777777777,76.66666666666667,71.11111111111111,43.333333333333336,78.88888888888889,70.0,90.0,77.77777777777777,62.22222222222222,92.22222222222223,86.66666666666667,66.66666666666667,83.33333333333333,55.55555555555556,42.22222222222222,68.88888888888889,88.88888888888889,88.88888888888889,"2,696"
De’Andre Hunter,Atlanta Hawks,SF,79,93.33333333333333,94.44444444444444,94.44444444444444,86.66666666666667,97.77777777777777,93.33333333333333,94.44444444444444,86.66666666666667,84.44444444444444,86.66666666666667,72.22222222222223,83.33333333333333,100.0,88.88888888888889,88.88888888888889,71.11111111111111,75.55555555555556,72.22222222222223,77.77777777777777,56.666666666666664,57.77777777777778,56.666666666666664,72.22222222222223,100.0,68.88888888888889,74.44444444444444,77.77777777777777,76.66666666666667,71.11111111111111,43.333333333333336,78.88888888888889,70.0,90.0,77.77777777777777,62.22222222222222,92.22222222222223,86.66666666666667,66.66666666666667,83.33333333333333,55.55555555555556,42.22222222222222,68.88888888888889,88.88888888888889,88.88888888888889,"2,696"
Cameron Reddish,Atlanta Hawks,SG,79,67.77777777777777,68.88888888888889,84.44444444444444,80.0,91.11111111111111,44.44444444444444,38.888888888888886,85.55555555555556,94.44444444444444,94.44444444444444,57.77777777777778,93.33333333333333,100.0,72.22222222222223,88.88888888888889,66.66666666666667,81.11111111111111,55.55555555555556,88.88888888888889,47.77777777777778,57.77777777777778,52.22222222222222,57.77777777777778,94.44444444444444,73.33333333333333,75.55555555555556,90.0,87.77777777777777,76.66666666666667,35.55555555555556,78.88888888888889,61.111111111111114,90.0,73.33333333333333,56.666666666666664,90.0,88.88888888888889,88.88888888888889,83.33333333333333,53.333333333333336,45.55555555555556,60.0,83.33333333333333,88.88888888888889,"2,538"
Cameron Reddish,Atlanta Hawks,SF,79,67.77777777777777,68.88888888888889,84.44444444444444,80.0,91.11111111111111,44.44444444444444,38.888888888888886,85.55555555555556,94.44444444444444,94.44444444444444,57.77777777777778,93.33333333333333,100.0,72.22222222222223,88.88888888888889,66.66666666666667,81.11111111111111,55.55555555555556,88.88888888888889,47.77777777777778,57.77777777777778,52.22222222222222,57.77777777777778,94.44444444444444,73.33333333333333,75.55555555555556,90.0,87.77777777777777,76.66666666666667,35.55555555555556,78.88888888888889,61.111111111111114,90.0,73.33333333333333,56.666666666666664,90.0,88.88888888888889,88.88888888888889,83.33333333333333,53.333333333333336,45.55555555555556,60.0,83.33333333333333,88.88888888888889,"2,538"
